name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates
Asian Thai Kitchen,237,4.0,$$,280.0482582434025,Food Delivery Services,Thai,Thai,"25.729275,-80.241581"
Loretta & The Butcher,224,4.5,$$$,343.3985048998288,Argentine,Breakfast & Brunch,Breakfast & Brunch,"25.729275,-80.241581"
Fireman Derek’s Bake Shop,254,4.5,$$,257.37049040741374,Desserts,Bakeries,Bakeries,"25.729275,-80.241581"
Le Pain Quotidien,237,4.0,$$,237.89885093636394,Cafes,Bakeries,Bakeries,"25.729275,-80.241581"
Salt and Straw,160,4.5,$$,115.21916941862362,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.729275,-80.241581"
Morelia Ice Cream Paletas - Coconut Grove,44,5.0,$,257.71287453235595,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.729275,-80.241581"
The Last Carrot,302,4.0,$$,260.38800306376504,Vegetarian,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.729275,-80.241581"
Bianco Gelato,288,4.5,$$,334.8115888077702,Gelato,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.729275,-80.241581"
Panther Coffee,227,4.0,$$,194.89183300423252,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.729275,-80.241581"
Oasis Lounge and Hookah Bar,126,3.0,$$,177.8447951370133,Hookah Bars,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.729275,-80.241581"
Juicense,137,3.5,$$,175.87858299429428,Juice Bars & Smoothies,Organic Stores,Organic Stores,"25.729275,-80.241581"
Coconut Grove Saturday Organic Market,168,4.0,$$,552.3507177980675,Farmers Market,Vegan,Vegan,"25.729275,-80.241581"
Suite Habana Cafe,203,5.0,$$,9336.798391574086,Coffee & Tea,Bakeries,Bakeries,"25.729275,-80.241581"
Nacho Bizness,135,4.5,$,15237.581061121673,Food Trucks,Tacos,Tacos,"25.729275,-80.241581"
Santo Dulce Churros,202,4.5,$$,9873.560334270176,Desserts,Food Trucks,Food Trucks,"25.729275,-80.241581"
Walt Grace Vintage,72,5.0,$$$$,8968.471486814966,Guitar Stores,Car Dealers,Car Dealers,"25.729275,-80.241581"
Milam's Market,123,4.0,$$,885.2403109842379,Grocery,,,"25.729275,-80.241581"
Wynwood Art Walk Block Party,84,4.5,$,8804.460652688625,Art Galleries,Food Trucks,Food Trucks,"25.729275,-80.241581"
Ceviche Bowl,33,5.0,$$,18468.24472683102,Food Trucks,Seafood,Seafood,"25.729275,-80.241581"
The Fresh Market,196,3.5,$$$,706.479453676596,Specialty Food,Grocery,Grocery,"25.729275,-80.241581"
Asian Thai Kitchen,237,4.0,$$,1188.9237994625933,Food Delivery Services,Thai,Thai,"25.732522,-80.233244"
Salt and Straw,160,4.5,$$,973.6227307558484,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.732522,-80.233244"
Fireman Derek’s Bake Shop,254,4.5,$$,1130.3258951631697,Desserts,Bakeries,Bakeries,"25.732522,-80.233244"
Morelia Ice Cream Paletas - Coconut Grove,44,5.0,$,1127.988104840534,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.732522,-80.233244"
Starbucks,54,3.0,$$,52.583769012053786,Coffee & Tea,,,"25.732522,-80.233244"
Le Pain Quotidien,237,4.0,$$,1102.411823282119,Cafes,Bakeries,Bakeries,"25.732522,-80.233244"
The Fresh Market,196,3.5,$$$,303.1065556391158,Specialty Food,Grocery,Grocery,"25.732522,-80.233244"
A.C.'s Icees,155,4.5,$,603.9240759727403,Food Trucks,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.732522,-80.233244"
Suite Habana Cafe,203,5.0,$$,8622.912568950762,Coffee & Tea,Bakeries,Bakeries,"25.732522,-80.233244"
Nacho Bizness,135,4.5,$,14575.446815765645,Food Trucks,Tacos,Tacos,"25.732522,-80.233244"
Panther Coffee,227,4.0,$$,1066.08584479304,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.732522,-80.233244"
Walt Grace Vintage,72,5.0,$$$$,8290.567619050616,Guitar Stores,Car Dealers,Car Dealers,"25.732522,-80.233244"
Santo Dulce Churros,202,4.5,$$,9138.685801114583,Desserts,Food Trucks,Food Trucks,"25.732522,-80.233244"
Wynwood Art Walk Block Party,84,4.5,$,8101.301641396303,Art Galleries,Food Trucks,Food Trucks,"25.732522,-80.233244"
Ceviche Bowl,33,5.0,$$,19376.199375215365,Food Trucks,Seafood,Seafood,"25.732522,-80.233244"
Fly Buy,49,4.5,$,733.9912060969036,Convenience Stores,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.732522,-80.233244"
La Burguesa,20,5.0,$$,19126.6917629159,Hot Dogs,Burgers,Burgers,"25.732522,-80.233244"
HipPOPs,149,4.5,$,36073.859258811965,Food Trucks,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.732522,-80.233244"
Reggae Beets Gourmet Food Truck,61,5.0,$,44792.8584547093,Juice Bars & Smoothies,Food Trucks,Food Trucks,"25.732522,-80.233244"
Befit Nutrition,50,4.5,$$,19714.017317842623,Food Delivery Services,,,"25.732522,-80.233244"
Asian Thai Kitchen,237,4.0,$$,4873.30449350108,Food Delivery Services,Thai,Thai,"25.7511,-80.202641"
Cure Cafe,67,4.0,$,855.7738353448708,Juice Bars & Smoothies,Cafes,Cafes,"25.7511,-80.202641"
Vizcaya Museum Gift Shop & Cafe,30,4.0,$$,1082.9708353299013,Gift Shops,Cafes,Cafes,"25.7511,-80.202641"
Munch Thyme,37,5.0,$,37149.50437533189,Food Delivery Services,,,"25.7511,-80.202641"
Bocaditos Meals,2,5.0,$,23104.653209873897,Food Delivery Services,Caterers,Caterers,"25.7511,-80.202641"
Designer Sweets,1,5.0,$$,666.0439558427285,Cupcakes,Desserts,Desserts,"25.7511,-80.202641"
Poke 305,211,4.0,$$,359.7539187237153,Hawaiian,Poke,Poke,"25.760082,-80.196217"
B Bistro + Bakery,1047,4.5,$$,977.1120097417177,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.760082,-80.196217"
True Baristas Coffee,94,4.5,$$,359.70726745485666,Coffee & Tea,Food Trucks,Food Trucks,"25.760082,-80.196217"
The Henry,57,4.0,$$$,796.889383464939,American (New),Coffee & Tea,Coffee & Tea,"25.760082,-80.196217"
La Sandwicherie Brickell,740,4.0,$$,697.4193930738176,Sandwiches,French,French,"25.760082,-80.196217"
Cure Cafe,67,4.0,$,362.0953449655555,Juice Bars & Smoothies,Cafes,Cafes,"25.760082,-80.196217"
Atelier Monnier Brickell Cafe,308,4.0,$$,734.4908266400016,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.760082,-80.196217"
Asian Thai Kitchen,237,4.0,$$,5967.469890134709,Food Delivery Services,Thai,Thai,"25.760082,-80.196217"
Suite Habana Cafe,203,5.0,$$,4655.721554804639,Coffee & Tea,Bakeries,Bakeries,"25.760082,-80.196217"
Vale Food Co,34,4.5,$$,639.6024771839682,American (New),Acai Bowls,Acai Bowls,"25.760082,-80.196217"
La Estacion Cafe,131,3.5,$,362.10455505897005,Coffee & Tea,Colombian,Colombian,"25.760082,-80.196217"
Sproutz - Brickell,71,4.0,$$,505.56438418262695,Juice Bars & Smoothies,Burgers,Burgers,"25.760082,-80.196217"
Raw Jūce - Brickell,158,4.5,$$,617.750276675657,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.760082,-80.196217"
Oriental Bakery & Grocery Co,104,4.5,$,457.72073710251783,Bakeries,Middle Eastern,Middle Eastern,"25.760082,-80.196217"
Incredible Kettle Corn,7,5.0,$,109.90889434858852,Street Vendors,Popcorn Shops,Popcorn Shops,"25.760082,-80.196217"
Puroast Coffee,224,4.5,$$,887.7434532270362,Coffee & Tea,,,"25.760082,-80.196217"
Stefano Versace Gelato Bistro Café,55,4.0,$$,603.730712825023,Gelato,Coffee & Tea,Coffee & Tea,"25.760082,-80.196217"
Toasted Bagelry & Deli,580,3.5,$$,725.1352474142568,Bagels,Delis,Delis,"25.760082,-80.196217"
Friend's Market and Bistro,353,3.5,$$,1042.182594464993,Pizza,Burgers,Burgers,"25.760082,-80.196217"
Roy de France,67,4.5,$$,833.289383440169,Candy Stores,Gelato,Gelato,"25.760082,-80.196217"
Poke 305,211,4.0,$$,62.89487010669363,Hawaiian,Poke,Poke,"25.761884,-80.193101"
B Bistro + Bakery,1047,4.5,$$,660.8396013668723,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.761884,-80.193101"
Atelier Monnier Brickell Cafe,308,4.0,$$,393.3929611732983,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.761884,-80.193101"
True Baristas Coffee,94,4.5,$$,66.23035042920714,Coffee & Tea,Food Trucks,Food Trucks,"25.761884,-80.193101"
Vale Food Co,34,4.5,$$,379.32507191684755,American (New),Acai Bowls,Acai Bowls,"25.761884,-80.193101"
The Henry,57,4.0,$$$,531.565092978284,American (New),Coffee & Tea,Coffee & Tea,"25.761884,-80.193101"
La Sandwicherie Brickell,740,4.0,$$,468.4022775058229,Sandwiches,French,French,"25.761884,-80.193101"
Sproutz - Brickell,71,4.0,$$,307.76020043540416,Juice Bars & Smoothies,Burgers,Burgers,"25.761884,-80.193101"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,285.8284247145484,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.761884,-80.193101"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,851.4815166645724,Colombian,American (New),American (New),"25.761884,-80.193101"
La Estacion Cafe,131,3.5,$,144.87740124884326,Coffee & Tea,Colombian,Colombian,"25.761884,-80.193101"
Raw Jūce - Brickell,158,4.5,$$,400.2263544806663,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.761884,-80.193101"
Stefano Versace Gelato Bistro Café,55,4.0,$$,335.91819716623087,Gelato,Coffee & Tea,Coffee & Tea,"25.761884,-80.193101"
Freddo,139,3.5,$$,165.53763504045955,Desserts,Gelato,Gelato,"25.761884,-80.193101"
Suite Habana Cafe,203,5.0,$$,4456.762827146789,Coffee & Tea,Bakeries,Bakeries,"25.761884,-80.193101"
Aficionado's Brickell,42,4.0,$$,284.22859999401356,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.761884,-80.193101"
Asian Thai Kitchen,237,4.0,$$,6337.497731375189,Food Delivery Services,Thai,Thai,"25.761884,-80.193101"
Greenlife Organic Bowls,148,4.0,$$,439.09151174405974,Juice Bars & Smoothies,Cafes,Cafes,"25.761884,-80.193101"
Rosetta Bakery,95,3.5,$$,441.38253637658255,Bakeries,Coffee & Tea,Coffee & Tea,"25.761884,-80.193101"
Toasted Bagelry & Deli,580,3.5,$$,544.7012171523794,Bagels,Delis,Delis,"25.761884,-80.193101"
B Bistro + Bakery,1047,4.5,$$,116.89098588511405,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.768483,-80.190547"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,164.48267169177262,Colombian,American (New),American (New),"25.768483,-80.190547"
Friend's Market and Bistro,353,3.5,$$,135.210241981152,Pizza,Burgers,Burgers,"25.768483,-80.190547"
The Henry,57,4.0,$$$,323.6157400789199,American (New),Coffee & Tea,Coffee & Tea,"25.768483,-80.190547"
Atelier Monnier Brickell Cafe,308,4.0,$$,388.0028272625237,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.768483,-80.190547"
Steak Brasil Churrascaria,430,4.0,$$,505.92289234024713,Brazilian,Steakhouses,Steakhouses,"25.768483,-80.190547"
La Sandwicherie Brickell,740,4.0,$$,439.3802924353935,Sandwiches,French,French,"25.768483,-80.190547"
A Family,53,4.5,$$,142.370243616914,Bakeries,,,"25.768483,-80.190547"
Puroast Coffee,224,4.5,$$,311.20685319918925,Coffee & Tea,,,"25.768483,-80.190547"
Roy de France,67,4.5,$$,278.22219681390783,Candy Stores,Gelato,Gelato,"25.768483,-80.190547"
D'Oro Caffe & Market,105,4.5,$$,721.8357112631882,Italian,Desserts,Desserts,"25.768483,-80.190547"
Vale Food Co,34,4.5,$$,461.6626720401224,American (New),Acai Bowls,Acai Bowls,"25.768483,-80.190547"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,677.1038619470718,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.768483,-80.190547"
Greenlife Organic Bowls,148,4.0,$$,373.35900700902926,Juice Bars & Smoothies,Cafes,Cafes,"25.768483,-80.190547"
Eternity Coffee Roasters,250,4.5,$$,504.78541426003153,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.768483,-80.190547"
Poke OG,87,4.5,$$,565.9892718801049,Poke,Hawaiian,Hawaiian,"25.768483,-80.190547"
Shukran Mediterranean Food,14,4.5,$$,134.5686793458146,Food Trucks,Mediterranean,Mediterranean,"25.768483,-80.190547"
Suite Habana Cafe,203,5.0,$$,3744.397869127904,Coffee & Tea,Bakeries,Bakeries,"25.768483,-80.190547"
Poke 305,211,4.0,$$,754.6126262075079,Hawaiian,Poke,Poke,"25.768483,-80.190547"
Jar + Fork Miami,324,4.5,$$,645.8429682692818,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.768483,-80.190547"
Poke 305,211,4.0,$$,331.84207253388547,Hawaiian,Poke,Poke,"25.761522,-80.1967748"
B Bistro + Bakery,1047,4.5,$$,881.0616209882764,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.761522,-80.1967748"
True Baristas Coffee,94,4.5,$$,388.97121377399225,Coffee & Tea,Food Trucks,Food Trucks,"25.761522,-80.1967748"
La Sandwicherie Brickell,740,4.0,$$,573.3103838327415,Sandwiches,French,French,"25.761522,-80.1967748"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,1013.0709256010188,Colombian,American (New),American (New),"25.761522,-80.1967748"
Sproutz - Brickell,71,4.0,$$,389.3347254566977,Juice Bars & Smoothies,Burgers,Burgers,"25.761522,-80.1967748"
Publix,111,2.5,$$,24.44621262238683,Grocery,,,"25.761522,-80.1967748"
The Henry,57,4.0,$$$,681.6177793292769,American (New),Coffee & Tea,Coffee & Tea,"25.761522,-80.1967748"
Vale Food Co,34,4.5,$$,532.4007694239643,American (New),Acai Bowls,Acai Bowls,"25.761522,-80.1967748"
Atelier Monnier Brickell Cafe,308,4.0,$$,666.0765171929777,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.761522,-80.1967748"
Asian Thai Kitchen,237,4.0,$$,6020.3177394759305,Food Delivery Services,Thai,Thai,"25.761522,-80.1967748"
Suite Habana Cafe,203,5.0,$$,4497.722493921917,Coffee & Tea,Bakeries,Bakeries,"25.761522,-80.1967748"
Cure Cafe,67,4.0,$,445.48756970703676,Juice Bars & Smoothies,Cafes,Cafes,"25.761522,-80.1967748"
Raw Jūce - Brickell,158,4.5,$$,495.48161593585615,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.761522,-80.1967748"
Oriental Bakery & Grocery Co,104,4.5,$,399.41203792853753,Bakeries,Middle Eastern,Middle Eastern,"25.761522,-80.1967748"
Incredible Kettle Corn,7,5.0,$,139.8763684324942,Street Vendors,Popcorn Shops,Popcorn Shops,"25.761522,-80.1967748"
Freddo,139,3.5,$$,400.3884781754723,Desserts,Gelato,Gelato,"25.761522,-80.1967748"
Puroast Coffee,224,4.5,$$,758.9787747719139,Coffee & Tea,,,"25.761522,-80.1967748"
La Estacion Cafe,131,3.5,$,423.9066148957423,Coffee & Tea,Colombian,Colombian,"25.761522,-80.1967748"
Toasted Bagelry & Deli,580,3.5,$$,583.5501374292433,Bagels,Delis,Delis,"25.761522,-80.1967748"
Poke 305,211,4.0,$$,268.63340717703375,Hawaiian,Poke,Poke,"25.7604,-80.19186"
B Bistro + Bakery,1047,4.5,$$,796.9774525289193,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7604,-80.19186"
True Baristas Coffee,94,4.5,$$,145.58682451077615,Coffee & Tea,Food Trucks,Food Trucks,"25.7604,-80.19186"
Atelier Monnier Brickell Cafe,308,4.0,$$,522.7408629001408,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7604,-80.19186"
Stefano Versace Gelato Bistro Café,55,4.0,$$,166.56891353591297,Gelato,Coffee & Tea,Coffee & Tea,"25.7604,-80.19186"
The Henry,57,4.0,$$$,707.0309623044063,American (New),Coffee & Tea,Coffee & Tea,"25.7604,-80.19186"
La Estacion Cafe,131,3.5,$,84.17236957382062,Coffee & Tea,Colombian,Colombian,"25.7604,-80.19186"
La Sandwicherie Brickell,740,4.0,$$,660.1310879951883,Sandwiches,French,French,"25.7604,-80.19186"
Aficionado's Brickell,42,4.0,$$,236.12858977848404,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.7604,-80.19186"
Vale Food Co,34,4.5,$$,566.1405890111314,American (New),Acai Bowls,Acai Bowls,"25.7604,-80.19186"
Suite Habana Cafe,203,5.0,$$,4628.021745867192,Coffee & Tea,Bakeries,Bakeries,"25.7604,-80.19186"
Kai Poke Shop,55,3.0,$$,40.499165083707204,Poke,Hawaiian,Hawaiian,"25.7604,-80.19186"
Asian Thai Kitchen,237,4.0,$$,6343.016991576216,Food Delivery Services,Thai,Thai,"25.7604,-80.19186"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,436.2538975043458,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7604,-80.19186"
Sproutz - Brickell,71,4.0,$$,512.3985966743305,Juice Bars & Smoothies,Burgers,Burgers,"25.7604,-80.19186"
Freddo,139,3.5,$$,360.537151465633,Desserts,Gelato,Gelato,"25.7604,-80.19186"
Raw Jūce - Brickell,158,4.5,$$,597.9430529381204,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.7604,-80.19186"
JOE & THE JUICE,106,3.0,$$,257.56784113696716,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.7604,-80.19186"
Puroast Coffee,224,4.5,$$,827.5485725780953,Coffee & Tea,,,"25.7604,-80.19186"
Greenlife Organic Bowls,148,4.0,$$,540.4697708796996,Juice Bars & Smoothies,Cafes,Cafes,"25.7604,-80.19186"
Poke 305,211,4.0,$$,211.77496829834092,Hawaiian,Poke,Poke,"25.7603626,-80.1936702"
True Baristas Coffee,94,4.5,$$,131.38087121951767,Coffee & Tea,Food Trucks,Food Trucks,"25.7603626,-80.1936702"
B Bistro + Bakery,1047,4.5,$$,839.3531143607871,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7603626,-80.1936702"
La Sandwicherie Brickell,740,4.0,$$,630.0016515324008,Sandwiches,French,French,"25.7603626,-80.1936702"
The Henry,57,4.0,$$$,703.3002687312525,American (New),Coffee & Tea,Coffee & Tea,"25.7603626,-80.1936702"
Atelier Monnier Brickell Cafe,308,4.0,$$,571.099283756658,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7603626,-80.1936702"
La Estacion Cafe,131,3.5,$,106.33776471246297,Coffee & Tea,Colombian,Colombian,"25.7603626,-80.1936702"
Stefano Versace Gelato Bistro Café,55,4.0,$$,347.8224785243984,Gelato,Coffee & Tea,Coffee & Tea,"25.7603626,-80.1936702"
Vale Food Co,34,4.5,$$,546.9494737917366,American (New),Acai Bowls,Acai Bowls,"25.7603626,-80.1936702"
Asian Thai Kitchen,237,4.0,$$,6192.096044903313,Food Delivery Services,Thai,Thai,"25.7603626,-80.1936702"
Suite Habana Cafe,203,5.0,$$,4624.0049566759,Coffee & Tea,Bakeries,Bakeries,"25.7603626,-80.1936702"
Sproutz - Brickell,71,4.0,$$,451.2928594697503,Juice Bars & Smoothies,Burgers,Burgers,"25.7603626,-80.1936702"
Raw Jūce - Brickell,158,4.5,$$,556.0902623467541,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.7603626,-80.1936702"
Aficionado's Brickell,42,4.0,$$,384.7400093032504,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.7603626,-80.1936702"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,464.3419905416285,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7603626,-80.1936702"
Freddo,139,3.5,$$,334.72497149468376,Desserts,Gelato,Gelato,"25.7603626,-80.1936702"
Cure Cafe,67,4.0,$,597.790755873775,Juice Bars & Smoothies,Cafes,Cafes,"25.7603626,-80.1936702"
JOE & THE JUICE,106,3.0,$$,276.4195836893045,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.7603626,-80.1936702"
Puroast Coffee,224,4.5,$$,814.8168118300624,Coffee & Tea,,,"25.7603626,-80.1936702"
Kai Poke Shop,55,3.0,$$,191.87446000125246,Poke,Hawaiian,Hawaiian,"25.7603626,-80.1936702"
B Bistro + Bakery,1047,4.5,$$,814.0940499441253,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767414,-80.199166"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,772.5306841713383,Colombian,American (New),American (New),"25.767414,-80.199166"
Steak Brasil Churrascaria,430,4.0,$$,934.2731927790103,Brazilian,Steakhouses,Steakhouses,"25.767414,-80.199166"
La Sandwicherie Brickell,740,4.0,$$,541.9694346030506,Sandwiches,French,French,"25.767414,-80.199166"
The Henry,57,4.0,$$$,616.1020410309047,American (New),Coffee & Tea,Coffee & Tea,"25.767414,-80.199166"
YUZU Frozen Yogurt & Crêpes,148,3.5,$,169.31574638490255,Ice Cream & Frozen Yogurt,Creperies,Creperies,"25.767414,-80.199166"
Atelier Monnier Brickell Cafe,308,4.0,$$,817.0080362324537,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767414,-80.199166"
Suite Habana Cafe,203,5.0,$$,3862.6954905816624,Coffee & Tea,Bakeries,Bakeries,"25.767414,-80.199166"
Toasted Bagelry & Deli,580,3.5,$$,436.64562838057606,Bagels,Delis,Delis,"25.767414,-80.199166"
Poke 305,211,4.0,$$,801.4853463888228,Hawaiian,Poke,Poke,"25.767414,-80.199166"
Atlantis Cafe,160,4.5,$,996.252746761349,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.767414,-80.199166"
Vale Food Co,34,4.5,$$,617.0921278528394,American (New),Acai Bowls,Acai Bowls,"25.767414,-80.199166"
Jar + Fork Miami,324,4.5,$$,1247.633558733232,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.767414,-80.199166"
Manna Life Food,189,4.5,$$,1219.1078490094892,Juice Bars & Smoothies,Vegan,Vegan,"25.767414,-80.199166"
True Baristas Coffee,94,4.5,$$,923.9294348936378,Coffee & Tea,Food Trucks,Food Trucks,"25.767414,-80.199166"
Eternity Coffee Roasters,250,4.5,$$,1105.3730030255067,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.767414,-80.199166"
Raw Jūce - Brickell,158,4.5,$$,546.243861792516,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.767414,-80.199166"
Puroast Coffee,224,4.5,$$,565.4882345001364,Coffee & Tea,,,"25.767414,-80.199166"
Poke OG,87,4.5,$$,1107.10362976514,Poke,Hawaiian,Hawaiian,"25.767414,-80.199166"
Hotline Boba,54,5.0,$$,772.321009591377,Bubble Tea,,,"25.767414,-80.199166"
Azucar Ice Cream - Little Havana,1256,4.5,$$,827.5211411598358,Ice Cream & Frozen Yogurt,,,"25.765769,-80.211373"
La Colada Gourmet,388,4.5,$,861.9213795476487,Coffee & Tea,Accessories,Accessories,"25.765769,-80.211373"
Churromania Little Havana,46,4.5,$,684.9978804878909,Desserts,Fast Food,Fast Food,"25.765769,-80.211373"
Hotline Boba,54,5.0,$$,471.7297803236582,Bubble Tea,,,"25.765769,-80.211373"
Los Pinarenos Fruteria,95,4.5,$,541.5411275637808,Fruits & Veggies,,,"25.765769,-80.211373"
Arahi's Bakery,84,4.5,$,469.12465287994684,Bakeries,Cuban,Cuban,"25.765769,-80.211373"
Asian-Mart,30,5.0,$$,465.17295720377393,International Grocery,,,"25.765769,-80.211373"
Purple People Eatery,29,4.0,$,449.19900726187035,American (New),Food Trucks,Food Trucks,"25.765769,-80.211373"
La Michoacana Joankale,25,4.5,$,749.7376262823301,Ice Cream & Frozen Yogurt,Mexican,Mexican,"25.765769,-80.211373"
Vintage Liquors & Wine Bar,24,4.5,$$,1134.2829558602812,"Beer, Wine & Spirits",,,"25.765769,-80.211373"
La Gran Via Super Cake,13,3.5,$,139.19620893506539,Bakeries,,,"25.765769,-80.211373"
El Gallito Coffee Shop,35,4.0,$,744.3979015373766,Coffee & Tea,Honduran,Honduran,"25.765769,-80.211373"
Marcelo's Ceviches,13,5.0,$,449.19900726187035,Food Trucks,,,"25.765769,-80.211373"
Nikki's Cafe,11,4.0,$,367.57538910787486,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.765769,-80.211373"
El Gato Tuerto,19,4.0,$$,910.4039569926172,"Beer, Wine & Spirits",,,"25.765769,-80.211373"
CVS Pharmacy y más,38,1.5,$$,285.4769751451756,Drugstores,Pharmacy,Pharmacy,"25.765769,-80.211373"
Tikal Bakery,11,4.0,$,1098.718925087739,Bakeries,,,"25.765769,-80.211373"
El Gato Tuerto 2,10,3.5,$$,442.2007868495254,"Beer, Wine & Spirits",,,"25.765769,-80.211373"
McDonald's,51,1.5,$,845.138222460686,Fast Food,Burgers,Burgers,"25.765769,-80.211373"
7-Eleven,10,3.0,$,375.89053981451264,Convenience Stores,Coffee & Tea,Coffee & Tea,"25.765769,-80.211373"
La Camaronera Seafood Joint & Fish Market,951,4.0,$$,1250.1509574878473,Seafood,Seafood Markets,Seafood Markets,"25.779881,-80.218424"
Santo Dulce Churros,202,4.5,$$,4007.0062488022936,Desserts,Food Trucks,Food Trucks,"25.779881,-80.218424"
Taqueria Los Chilangos,84,4.5,$,628.6075778730386,Food Trucks,Mexican,Mexican,"25.779881,-80.218424"
Palace Cafe & Dairy,22,4.5,$,169.99637515477772,Ice Cream & Frozen Yogurt,,,"25.779881,-80.218424"
La Michoacana Joankale,25,4.5,$,1009.5337373287877,Ice Cream & Frozen Yogurt,Mexican,Mexican,"25.779881,-80.218424"
Bricked Burgers,34,4.0,$$,19628.99244267024,Burgers,Food Trucks,Food Trucks,"25.779881,-80.218424"
Tikal Bakery,11,4.0,$,622.0097815633359,Bakeries,,,"25.779881,-80.218424"
Athleticsfit - Healthy Meals Prep and Delivery,11,4.5,$$,9676.714429449314,Food Delivery Services,,,"25.779881,-80.218424"
Smoothie King,19,4.0,$$,1103.4341418698546,Juice Bars & Smoothies,Health Markets,Health Markets,"25.779881,-80.218424"
Walgreens,11,3.0,$,303.1634065573213,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.779881,-80.218424"
Los Laureles Supermarket,8,5.0,$,1286.2201542392438,Grocery,Chinese,Chinese,"25.779881,-80.218424"
Winn-Dixie,54,3.0,$$,786.6167038613904,Grocery,,,"25.779881,-80.218424"
McDonald's,51,1.5,$,981.2691789931994,Fast Food,Burgers,Burgers,"25.779881,-80.218424"
Bowl Bar Packaging & Liquor,12,3.0,$,434.52503008954716,"Beer, Wine & Spirits",,,"25.779881,-80.218424"
Starbucks,25,2.5,$$,1000.0723855940914,Coffee & Tea,,,"25.779881,-80.218424"
Btwins,13,3.5,$,905.5858996612346,Bakeries,,,"25.779881,-80.218424"
Dunkin',42,2.0,$,1037.7322958524237,Donuts,Coffee & Tea,Coffee & Tea,"25.779881,-80.218424"
Walgreens,16,2.5,$,830.7973761710142,Drugstores,Convenience Stores,Convenience Stores,"25.779881,-80.218424"
7-Eleven,6,2.5,$,404.7561448785295,Convenience Stores,Coffee & Tea,Coffee & Tea,"25.779881,-80.218424"
Latin Liquor,1,5.0,$$,748.7107591718272,"Beer, Wine & Spirits",,,"25.779881,-80.218424"
